Player,Team,Comp,Season,position_group,Age,Annual_Wages_EUR,efficiency_score,panel_efficiency,eff_difference
Jesús Vallejo,Granada,La Liga,2023-2024,Defenders,26,1800000,1.1657060029326711,1.4421112477342364,0.2764052448015652
Jesús Vallejo,Real Madrid,La Liga,2024-2025,Defenders,27,1800000,-1.7185164925358016,-1.4421112477342364,0.2764052448015652
Martin Valjent,Mallorca,La Liga,2022-2023,Defenders,26,700000,-0.056010065636352,0.1475932830841427,0.2036033487204947
Martin Valjent,Mallorca,La Liga,2023-2024,Defenders,27,700000,-0.1894587052319956,0.0141446434884991,0.2036033487204947
Martin Valjent,Mallorca,La Liga,2024-2025,Defenders,28,700000,-0.3653412752931366,-0.1617379265726418,0.2036033487204947
Emanuele Valeri,Cremonese,Serie A,2022-2023,Defenders,23,190000,-0.7554136359677202,-0.136585571496913,0.6188280644708071
Emanuele Valeri,Parma,Serie A,2024-2025,Defenders,25,930000,-0.3068138882527123,0.3120141762180948,0.6188280644708071
Josha Vagnoman,Stuttgart,Bundesliga,2022-2023,Defenders,21,940000,0.6246073182662357,0.1259219203782657,-0.49868539788797
Josha Vagnoman,Stuttgart,Bundesliga,2023-2024,Defenders,22,940000,0.4339080582468178,-0.0647773396411522,-0.49868539788797
Josha Vagnoman,Stuttgart,Bundesliga,2024-2025,Defenders,23,940000,0.1536561682887427,-0.3450292295992273,-0.49868539788797
Christopher Trimmel,Union Berlin,Bundesliga,2023-2024,Midfielders,36,900000,-0.4482588550265731,-0.0430708393794428,0.4051880156471302
Christopher Trimmel,Union Berlin,Bundesliga,2024-2025,Midfielders,37,900000,-0.4247030699165375,-0.0195150542694072,0.4051880156471302
Manu Trigueros,Villarreal,La Liga,2022-2023,Midfielders,30,1200000,-0.5305096191707221,0.0698491213174206,0.6003587404881428
Manu Trigueros,Villarreal,La Liga,2023-2024,Midfielders,31,1200000,-0.6702078618055634,-0.0698491213174206,0.6003587404881428
Óscar Trejo,Rayo Vallecano,La Liga,2022-2023,Midfielders,34,510000,-0.3358359947881659,-0.0699013641589214,0.2659346306292444
Óscar Trejo,Rayo Vallecano,La Liga,2024-2025,Midfielders,36,510000,-0.114281275056058,0.1516533555731864,0.2659346306292444
Omar Traoré,Heidenheim,Bundesliga,2024-2025,Midfielders,26,300000,-0.5707683876397862,-0.1472539858864643,0.4235144017533218
Boubacar Traoré,Wolves,Premier League,2022-2023,Midfielders,20,3324382,1.462819495823041,0.1401218782996816,-1.3226976175233591
Boubacar Traoré,Wolves,Premier League,2023-2024,Midfielders,21,3385343,1.1825757392236778,-0.1401218782996816,-1.3226976175233591
Adama Traoré,Wolves,Premier League,2022-2023,Midfielders,26,3324382,0.1471852584691877,0.0275120124087469,-0.1196732460604407
Adama Traoré,Fulham,Premier League,2023-2024,Midfielders,27,4000860,0.1697022320769026,0.0500289860164618,-0.1196732460604407
Adama Traoré,Fulham,Premier League,2024-2025,Midfielders,28,4004445,0.0421322476352319,-0.0775409984252088,-0.1196732460604407
Lucas Tousart,Hertha BSC,Bundesliga,2022-2023,Midfielders,25,2600000,0.6456161350144232,-0.1334325061160507,-0.7790486411304739
Lucas Tousart,Union Berlin,Bundesliga,2023-2024,Midfielders,26,2600000,0.8868589911785296,0.1078103500480557,-0.7790486411304739
Lucas Tousart,Union Berlin,Bundesliga,2024-2025,Midfielders,27,2600000,0.8046707971984688,0.0256221560679948,-0.7790486411304739
Abdoulaye Touré,Le Havre,Ligue 1,2023-2024,Midfielders,29,1100000,0.370078477058783,0.0800436521241687,-0.2900348249346142
Abdoulaye Touré,Le Havre,Ligue 1,2024-2025,Midfielders,30,1100000,0.2099911728104455,-0.0800436521241687,-0.2900348249346142
Lucas Torró,Osasuna,La Liga,2022-2023,Midfielders,28,450000,-0.5462164348370901,-0.1783180517384366,0.3678983830986535
Lucas Torró,Osasuna,La Liga,2023-2024,Midfielders,29,750000,-0.1673072629621224,0.2005911201365311,0.3678983830986535
Lucas Torró,Osasuna,La Liga,2024-2025,Midfielders,30,750000,-0.390171451496748,-0.0222730683980944,0.3678983830986535
Óliver Torres,Sevilla,La Liga,2022-2023,Midfielders,27,2300000,-0.105600022634352,0.0359467136024172,0.1415467362367692
Óliver Torres,Sevilla,La Liga,2023-2024,Midfielders,28,2300000,-0.1774934498391864,-0.0359467136024171,0.1415467362367692
Pablo Torre,Girona,La Liga,2023-2024,Midfielders,20,210000,-0.5802116526431131,1.1561403730174753,1.7363520256605884
Pablo Torre,Barcelona,La Liga,2024-2025,Midfielders,21,210000,-3.06009448881766,-1.3237424631570716,1.7363520256605884
Sandro Tonali,Milan,Serie A,2022-2023,Midfielders,22,4630000,0.6764660757402847,0.1279063038165189,-0.5485597719237658
Sandro Tonali,Newcastle United,Premier League,2024-2025,Midfielders,24,7392822,0.4206534681072469,-0.1279063038165189,-0.5485597719237658
Tiago Tomás,Wolfsburg,Bundesliga,2024-2025,Midfielders,22,1500000,-0.2471644072726988,-0.0146532769298991,0.2325111303427996
Corentin Tolisso,Lyon,Ligue 1,2022-2023,Midfielders,27,4800000,0.4830563881958252,0.248280071772621,-0.2347763164232041
Corentin Tolisso,Lyon,Ligue 1,2023-2024,Midfielders,28,4800000,0.2532448878853834,0.0184685714621792,-0.2347763164232041
Corentin Tolisso,Lyon,Ligue 1,2024-2025,Midfielders,29,4800000,-0.0319723268115961,-0.2667486432348003,-0.2347763164232042
Umut Tohumcu,Hoffenheim,Bundesliga,2023-2024,Midfielders,18,150000,-0.8343165532560253,-0.6034096529498783,0.230906900306147
Umut Tohumcu,Hoffenheim,Bundesliga,2024-2025,Midfielders,19,570000,0.3725027526437312,0.6034096529498783,0.230906900306147
Harry Toffolo,Nottingham Forest,Premier League,2022-2023,Midfielders,26,906650,-1.0312126055268998,-0.4554985134958851,0.5757140920310146
Harry Toffolo,Nottingham Forest,Premier League,2023-2024,Midfielders,27,2154309,-0.4661774646151428,0.1095366274158718,0.5757140920310146
Youri Tielemans,Leicester City,Premier League,2022-2023,Midfielders,25,2115516,-0.3220369859659282,-0.4108541325702604,-0.0888171466043322
Youri Tielemans,Aston Villa,Premier League,2023-2024,Midfielders,26,9232753,0.4683509351809434,0.3795337885766112,-0.0888171466043322
Youri Tielemans,Aston Villa,Premier League,2024-2025,Midfielders,27,9241027,0.1201374905979815,0.0313203439936492,-0.0888171466043322
Khéphren Thuram,Nice,Ligue 1,2022-2023,Midfielders,21,870000,0.6155878367127166,0.2413049100290448,-0.3742829266836717
Khéphren Thuram,Nice,Ligue 1,2023-2024,Midfielders,22,870000,0.3377043655609775,-0.0365785611226942,-0.3742829266836717
Khéphren Thuram,Juventus,Serie A,2024-2025,Midfielders,23,3700000,0.1695565777773211,-0.2047263489063506,-0.3742829266836717
Kristian Thorstvedt,Sassuolo,Serie A,2022-2023,Midfielders,23,770000,0.1518102375987453,0.2237282054591798,0.0719179678604345
Kristian Thorstvedt,Sassuolo,Serie A,2023-2024,Midfielders,24,770000,-0.2956461733196143,-0.2237282054591798,0.0719179678604345
Morten Thorsby,Union Berlin,Bundesliga,2022-2023,Midfielders,26,1040000,0.2303635680980349,0.350540316732386,0.1201767486343511
Morten Thorsby,Genoa,Serie A,2023-2024,Midfielders,27,1040000,-0.2038950548110421,-0.083718306176691,0.120176748634351
Morten Thorsby,Genoa,Serie A,2024-2025,Midfielders,28,1040000,-0.3869987591900461,-0.266822010555695,0.120176748634351
Adrien Thomasson,Lens,Ligue 1,2023-2024,Midfielders,29,1080000,0.2837170776832991,0.163175931959488,-0.120541145723811
Adrien Thomasson,Lens,Ligue 1,2024-2025,Midfielders,30,1080000,-0.042634786235677,-0.163175931959488,-0.120541145723811
Sorba Thomas,Nantes,Ligue 1,2024-2025,Midfielders,24,900000,0.1372849370156466,-0.1401825756906518,-0.2774675127062984
Luke Thomas,Sheffield United,Premier League,2023-2024,Midfielders,22,923275,0.3586212568899682,0.4533651391931625,0.0947438823031943
Sada Thioub,Angers,Ligue 1,2022-2023,Midfielders,27,340000,-0.1978984483008847,0.0044568762644674,0.2023553245653521
Jan Thielmann,Köln,Bundesliga,2022-2023,Midfielders,20,130000,-0.6599154921814936,-0.9363343719473852,-0.2764188797658917
Norman Theuerkauf,Heidenheim,Bundesliga,2023-2024,Midfielders,36,420000,-0.1542428569622593,-0.1155429715371036,0.0386998854251556
Jordan Teze,Monaco,Ligue 1,2024-2025,Midfielders,24,1950000,0.5196658861405155,0.2549426456085922,-0.2647232405319232
Teddy Teuma,Reims,Ligue 1,2023-2024,Midfielders,29,850000,-0.121450931801009,-0.1116483980506916,0.0098025337503173
Teddy Teuma,Reims,Ligue 1,2024-2025,Midfielders,30,850000,0.1018458643003743,0.1116483980506916,0.0098025337503173
Martin Terrier,Rennes,Ligue 1,2022-2023,Midfielders,25,3000000,0.5068733350335162,0.252901909006703,-0.2539714260268131
Martin Terrier,Leverkusen,Bundesliga,2024-2025,Midfielders,27,3400000,-0.0191505981965605,-0.2731220242233736,-0.2539714260268131
Filippo Terracciano,Hellas Verona,Serie A,2022-2023,Midfielders,19,90000,-0.792219980867289,-0.4328605887604535,0.3593593921068354
Filippo Terracciano,Hellas Verona,Serie A,2023-2024,Midfielders,20,170000,-0.5795614608845412,-0.2202020687777057,0.3593593921068354
Filippo Terracciano,Milan,Serie A,2024-2025,Midfielders,21,1480000,-0.0566582134924438,0.3027011786143916,0.3593593921068354
Alex Telles,Sevilla,La Liga,2022-2023,Midfielders,29,2266624,-0.1096661526155742,0.0560644229763491,0.1657305755919233
Nathan Tella,Leverkusen,Bundesliga,2023-2024,Midfielders,24,1800000,-0.3484739344909684,0.07832234333579,0.4267962778267584
Nathan Tella,Leverkusen,Bundesliga,2024-2025,Midfielders,25,1800000,-0.5051186211625485,-0.07832234333579,0.4267962778267584
Mathys Tel,Bayern Munich,Bundesliga,2022-2023,Midfielders,17,4000000,0.6732664027730859,0.3148078923580977,-0.3584585104149882
Mathys Tel,Bayern Munich,Bundesliga,2023-2024,Midfielders,18,4000000,0.0436506180568905,-0.3148078923580977,-0.3584585104149882
Álvaro Tejero,Espanyol,La Liga,2024-2025,Midfielders,28,620000,-0.5027048610942053,-0.1280704793221758,0.3746343817720294
Aurélien Tchouaméni,Real Madrid,La Liga,2022-2023,Midfielders,22,12500000,0.4488336717086465,0.2049474314050396,-0.2438862403036069
Aurélien Tchouaméni,Real Madrid,La Liga,2023-2024,Midfielders,23,12500000,0.168155807225645,-0.0757304330779619,-0.2438862403036069
Aurélien Tchouaméni,Real Madrid,La Liga,2024-2025,Midfielders,24,12500000,-0.1154968149418103,-0.3593830552454172,-0.2438862403036069
Enzo Tchato,Montpellier,Ligue 1,2024-2025,Midfielders,21,120000,-0.8078424912230968,-0.3625343986884548,0.445308092534642
Jackson Tchatchoua,Hellas Verona,Serie A,2024-2025,Midfielders,22,450000,-0.226662242550077,-0.0961875061391452,0.1304747364109317
Loum Tchaouna,Salernitana,Serie A,2023-2024,Midfielders,19,380000,0.0745260439840294,-0.196694977410063,-0.2712210213940924
Loum Tchaouna,Lazio,Serie A,2024-2025,Midfielders,20,1850000,0.4679159988041554,0.1966949774100629,-0.2712210213940924
Marcus Tavernier,Bournemouth,Premier League,2022-2023,Midfielders,23,2115516,0.1988871543235149,0.2432150259579082,0.0443278716343933
Marcus Tavernier,Bournemouth,Premier League,2023-2024,Midfielders,24,2154309,-0.0593465299470441,-0.0150186583126507,0.0443278716343933
Marcus Tavernier,Bournemouth,Premier League,2024-2025,Midfielders,25,2156240,-0.2725242392796509,-0.2281963676452575,0.0443278716343933
Nuno Tavares,Marseille,Ligue 1,2022-2023,Midfielders,22,1670000,0.0501591868041888,-0.2370758034455988,-0.2872349902497876
Oussama Targhalline,Le Havre,Ligue 1,2023-2024,Midfielders,21,270000,0.2098726896071063,0.0839351836083883,-0.1259375059987179
Oussama Targhalline,Le Havre,Ligue 1,2024-2025,Midfielders,22,270000,0.0420023223903296,-0.0839351836083883,-0.1259375059987179
Florian Tardieu,Troyes,Ligue 1,2022-2023,Midfielders,30,960000,0.5326017045217686,0.3695895396368067,-0.1630121648849618
Florian Tardieu,Saint-Étienne,Ligue 1,2024-2025,Midfielders,32,780000,-0.2065773747518449,-0.3695895396368067,-0.1630121648849618
Renato Tapia,Celta Vigo,La Liga,2022-2023,Midfielders,27,260000,-1.430141165932973,-0.8703223505046461,0.5598188154283269
Renato Tapia,Celta Vigo,La Liga,2023-2024,Midfielders,28,400000,-1.2128390201554833,-0.6530202047271564,0.5598188154283269
Renato Tapia,Leganés,La Liga,2024-2025,Midfielders,29,1460000,0.8842458074621362,1.4440646228904632,0.559818815428327
Adrien Tameze,Hellas Verona,Serie A,2022-2023,Midfielders,28,640000,-0.461822467432821,-0.0573657826784365,0.4044566847543844
Adrien Tameze,Torino,Serie A,2023-2024,Midfielders,29,1280000,-0.6044874221836558,-0.2000307374292713,0.4044566847543844
Adrien Tameze,Torino,Serie A,2024-2025,Midfielders,30,1280000,-0.5040045340937009,-0.0995478493393164,0.4044566847543844
Nicolás Tagliafico,Lyon,Ligue 1,2022-2023,Midfielders,29,4550000,0.1830698003587798,-0.3155115150946973,-0.4985813154534771
Nicolás Tagliafico,Lyon,Ligue 1,2023-2024,Midfielders,30,4550000,0.1595874938767618,-0.3389938215767153,-0.4985813154534771
Dominik Szoboszlai,RB Leipzig,Bundesliga,2022-2023,Midfielders,21,4200000,0.5392143947001493,0.0567315997291082,-0.4824827949710411
Dominik Szoboszlai,Liverpool,Premier League,2023-2024,Midfielders,22,7386203,0.6096084199796845,0.1271256250086434,-0.4824827949710411
Dominik Szoboszlai,Liverpool,Premier League,2024-2025,Midfielders,23,7392822,0.2986255702332894,-0.1838572247377516,-0.4824827949710411
Issiaga Sylla,Montpellier,Ligue 1,2023-2024,Midfielders,29,400000,-0.5309142353166081,-0.0946202895000034,0.4362939458166046
Issiaga Sylla,Montpellier,Ligue 1,2024-2025,Midfielders,30,400000,-0.5455704949532993,-0.1092765491366947,0.4362939458166046
Mattias Svanberg,Wolfsburg,Bundesliga,2022-2023,Midfielders,23,2830000,0.4733476840640787,0.1848248896355286,-0.28852279442855
Mattias Svanberg,Wolfsburg,Bundesliga,2023-2024,Midfielders,24,2830000,0.2613289528120504,-0.0271938416164996,-0.28852279442855
Mattias Svanberg,Wolfsburg,Bundesliga,2024-2025,Midfielders,25,2830000,0.1308917464095209,-0.1576310480190291,-0.28852279442855
Suso,Sevilla,La Liga,2022-2023,Midfielders,28,2800000,0.0122340380020489,0.1220883620963129,0.109854324094264
Suso,Sevilla,La Liga,2023-2024,Midfielders,29,2800000,-0.1607331978591091,-0.050878873764845,0.109854324094264
Suso,Sevilla,La Liga,2024-2025,Midfielders,30,2800000,-0.181063812425732,-0.0712094883314679,0.109854324094264
Tomáš Suslov,Hellas Verona,Serie A,2023-2024,Midfielders,21,510000,0.1074959328746665,0.0590527069667227,-0.0484432259079437
Tomáš Suslov,Hellas Verona,Serie A,2024-2025,Midfielders,22,510000,-0.0106094810587791,-0.0590527069667227,-0.0484432259079437
Crysencio Summerville,Leeds United,Premier League,2022-2023,Midfielders,20,906650,-0.4520191986868624,-0.0989269559048695,0.3530922427819928
Crysencio Summerville,West Ham United,Premier League,2024-2025,Midfielders,22,1848205,-0.2541652868771233,0.0989269559048695,0.3530922427819928
Ibrahim Sulemana,Hellas Verona,Serie A,2022-2023,Midfielders,19,70000,-0.901534175795085,-0.839991840472767,0.061542335322318
Ibrahim Sulemana,Cagliari,Serie A,2023-2024,Midfielders,20,520000,0.4226667775233022,0.4842091128456201,0.0615423353223179
Ibrahim Sulemana,Atalanta,Serie A,2024-2025,Midfielders,21,930000,0.2942403923048289,0.3557827276271468,0.0615423353223179
Yukinari Sugawara,Southampton,Premier League,2024-2025,Midfielders,24,2464274,0.0822427175757933,-0.1698590132285034,-0.2521017308042967
Gabriel Suazo,Toulouse,Ligue 1,2023-2024,Midfielders,25,600000,0.2387913348501484,0.0998021324105806,-0.1389892024395677
Gabriel Suazo,Toulouse,Ligue 1,2024-2025,Midfielders,26,600000,0.1065836200677594,-0.0324055823718083,-0.1389892024395677
Denis Suárez,Espanyol,La Liga,2022-2023,Midfielders,28,4380000,1.84150750665815,1.0175307690052389,-0.8239767376529112
Denis Suárez,Villarreal,La Liga,2023-2024,Midfielders,29,3130000,0.4592750938588406,-0.3647016437940706,-0.8239767376529112
Denis Suárez,Villarreal,La Liga,2024-2025,Midfielders,30,3120000,0.171147612441743,-0.6528291252111682,-0.8239767376529112
Damián Suárez,Getafe,La Liga,2022-2023,Midfielders,34,620000,-0.5642313571604411,-0.2068848008758657,0.3573465562845754
Gabriel Strefezza,Como,Serie A,2024-2025,Midfielders,27,740000,-0.896745804658643,-0.5006439288523878,0.3961018758062551
John Stones,Manchester City,Premier League,2022-2023,Midfielders,28,15110826,0.6050701984564935,0.1189840099542363,-0.4860861885022571
Kevin Stöger,Bochum,Bundesliga,2022-2023,Midfielders,28,780000,-0.0909828644480441,0.3790786931574839,0.470061557605528
Kevin Stöger,Bochum,Bundesliga,2023-2024,Midfielders,29,720000,-0.5024780295561708,-0.0324164719506428,0.470061557605528
Kevin Stöger,Gladbach,Bundesliga,2024-2025,Midfielders,30,1420000,-0.8167237788123689,-0.3466622212068409,0.470061557605528
Angelo Stiller,Hoffenheim,Bundesliga,2022-2023,Midfielders,21,1200000,0.8889984567433622,0.2492861332039178,-0.6397123235394444
Angelo Stiller,Stuttgart,Bundesliga,2024-2025,Midfielders,23,1300000,0.3904261903355266,-0.2492861332039178,-0.6397123235394444
Raheem Sterling,Chelsea,Premier League,2023-2024,Midfielders,28,20004298,0.184264484876973,-0.0678451442951282,-0.2521096291721013
Josip Stanišić,Leverkusen,Bundesliga,2023-2024,Midfielders,23,1890000,0.1267589192761136,0.2826629031398715,0.1559039838637579
Jens Stage,Werder Bremen,Bundesliga,2022-2023,Midfielders,25,600000,-0.1862361464171638,0.3057245090544794,0.4919606554716432
Jens Stage,Werder Bremen,Bundesliga,2023-2024,Midfielders,26,600000,-0.5358747620943269,-0.0439141066226837,0.4919606554716432
Jens Stage,Werder Bremen,Bundesliga,2024-2025,Midfielders,27,600000,-0.7537710579034389,-0.2618104024317957,0.4919606554716432
Kostas Stafylidis,Bochum,Bundesliga,2022-2023,Midfielders,28,740000,0.1651642124389489,0.0793912790186386,-0.0857729334203103
Anton Stach,Mainz 05,Bundesliga,2022-2023,Midfielders,23,910000,0.3288697346681353,0.1599166905275263,-0.1689530441406089
Anton Stach,Hoffenheim,Bundesliga,2024-2025,Midfielders,25,1900000,0.1649033756053928,-0.0040496685352161,-0.1689530441406089
Jack Stacey,Bournemouth,Premier League,2022-2023,Midfielders,26,1813299,0.0955380321943106,0.1171899504912436,0.021651918296933
Leonardo Spinazzola,Roma,Serie A,2022-2023,Midfielders,29,5560000,0.3509022780662398,0.2084118562969816,-0.1424904217692581
Leonardo Spinazzola,Roma,Serie A,2023-2024,Midfielders,30,5560000,0.2903539906869756,0.1478635689177174,-0.1424904217692581
Leonardo Spinazzola,Napoli,Serie A,2024-2025,Midfielders,31,3330000,-0.1434801644463608,-0.285970586215619,-0.1424904217692582
Djed Spence,Genoa,Serie A,2023-2024,Midfielders,22,1521142,0.9162150773078892,0.6071874796168872,-0.3090275976910019
Djibril Sow,Eintracht Frankfurt,Bundesliga,2022-2023,Midfielders,25,2070000,0.3007004887764477,-0.1057492181762682,-0.4064497069527159
Djibril Sow,Sevilla,La Liga,2023-2024,Midfielders,26,4170000,0.6161667364254537,0.2097170294727378,-0.4064497069527159
Djibril Sow,Sevilla,La Liga,2024-2025,Midfielders,27,4170000,0.3024818956562463,-0.1039678112964696,-0.4064497069527159
Vinicius Souza,Espanyol,La Liga,2022-2023,Midfielders,23,280000,-0.4598375448813971,-0.5337825211140341,-0.073944976232637
Vinicius Souza,Sheffield United,Premier League,2023-2024,Midfielders,24,1846551,0.6077274973466711,0.5337825211140341,-0.0739449762326369
Issa Soumaré,Le Havre,Ligue 1,2024-2025,Midfielders,23,250000,-0.6801710430190138,-0.1765782039499122,0.5035928390691016
