Team,Player,Nation,Pos,Age,Weekly Wages,Annual Wages,Notes
Bournemouth,Dominic Solanke,ENG,FW,25.0,"£ 70,000 (€ 82,858, $89,043)","£ 3,640,000 (€ 4,308,618, $4,630,220)",Unverified estimation
Mallorca,Dominik Greif,SVK,GK,26.0,"€ 5,769 (£ 4,874, $6,200)","€ 300,000 (£ 253,449, $322,393)",Unverified estimation
Mainz 05,Dominik Kohr,GER,"DF,MF",29.0,"€ 34,615 (£ 29,244, $37,199)","€ 1,800,000 (£ 1,520,692, $1,934,360)",Unverified estimation
Liverpool,Dominik Szoboszlai,HUN,MF,22.0,"£ 120,000 (€ 142,042, $152,645)","£ 6,240,000 (€ 7,386,203, $7,937,520)",
Köln,Dominique Heintz,GER,DF,29.0,"€ 19,231 (£ 16,247, $20,666)","€ 1,000,000 (£ 844,829, $1,074,645)",Unverified estimation
Lorient,Dominique Youfeigane,CTA,GK,23.0,"€ 3,846 (£ 3,249, $4,133)","€ 200,000 (£ 168,966, $214,929)",Unverified estimation
Manchester Utd,Donny van de Beek,NED,MF,26.0,"£ 90,000 (€ 106,532, $114,483)","£ 4,680,000 (€ 5,539,652, $5,953,140)",
Dortmund,Donyell Malen,NED,"MF,FW",24.0,"€ 115,385 (£ 97,480, $123,997)","€ 6,000,000 (£ 5,068,974, $6,447,868)",
Nantes,Douglas Augusto,,CM,27.0,"€ 17,308 (£ 14,622, $18,600)","€ 900,000 (£ 760,346, $967,180)",Unverified estimation
Aston Villa,Douglas Luiz,BRA,MF,25.0,"£ 75,000 (€ 88,776, $95,403)","£ 3,900,000 (€ 4,616,377, $4,960,950)",Unverified estimation
Lyon,Duje Ćaleta-Car,CRO,DF,26.0,"€ 46,538 (£ 39,317, $50,012)","€ 2,420,000 (£ 2,044,486, $2,600,640)",Unverified estimation
Torino,Duván Zapata,COL,FW,32.0,"€ 89,038 (£ 75,222, $95,685)","€ 4,630,000 (£ 3,911,559, $4,975,605)",
Juventus,Dušan Vlahović,SRB,FW,23.0,"€ 249,231 (£ 210,557, $267,835)","€ 12,960,000 (£ 10,948,985, $13,927,395)",
Everton,Dwight McNeil,ENG,MF,23.0,"£ 25,000 (€ 29,592, $31,801)","£ 1,300,000 (€ 1,538,792, $1,653,650)",Unverified estimation
Salernitana,Dylan Bronn,TUN,DF,28.0,"€ 22,115 (£ 18,684, $23,766)","€ 1,150,000 (£ 971,553, $1,235,841)",Unverified estimation
Rennes,Désiré Doué,FRA,MF,18.0,"€ 10,000 (£ 8,448, $10,746)","€ 520,000 (£ 439,311, $558,815)",Unverified estimation
Wolfsburg,Dženan Pejčinović,GER,DF,18.0,"€ 9,231 (£ 7,798, $9,920)","€ 480,000 (£ 405,518, $515,829)",Unverified estimation
Crystal Palace,Eberechi Eze,ENG,"MF,FW",25.0,"£ 100,000 (€ 118,369, $127,204)","£ 5,200,000 (€ 6,155,169, $6,614,600)",
Monaco,Edan Diop,FRA,MF,18.0,"€ 10,962 (£ 9,261, $11,780)","€ 570,000 (£ 481,553, $612,547)",Unverified estimation
Arsenal,Eddie Nketiah,ENG,FW,24.0,"£ 100,000 (€ 118,369, $127,204)","£ 5,200,000 (€ 6,155,169, $6,614,600)",
Manchester City,Ederson,BRA,GK,29.0,"£ 100,000 (€ 118,369, $127,204)","£ 5,200,000 (€ 6,155,169, $6,614,600)",
Mainz 05,Edimilson Fernandes,SUI,DF,27.0,"€ 38,077 (£ 32,169, $40,919)","€ 1,980,000 (£ 1,672,762, $2,127,797)",Unverified estimation
Leverkusen,Edmond Tapsoba,BFA,DF,24.0,"€ 96,154 (£ 81,234, $103,331)","€ 5,000,000 (£ 4,224,145, $5,373,223)",Unverified estimation
Roma,Edoardo Bove,ITA,MF,21.0,"€ 35,577 (£ 30,056, $38,233)","€ 1,850,000 (£ 1,562,934, $1,988,093)",
Cagliari,Edoardo Goldaniga,ITA,DF,29.0,"€ 21,346 (£ 18,034, $22,940)","€ 1,110,000 (£ 937,760, $1,192,856)",Unverified estimation
Lille,Edon Zhegrova,KVX,"MF,FW",24.0,"€ 23,077 (£ 19,496, $24,800)","€ 1,200,000 (£ 1,013,795, $1,289,574)",Unverified estimation
Paris Saint-Germain,Edouard Michut,FRA,CM,20.0,,,
West Ham United,Edson Álvarez,MEX,MF,25.0,"£ 100,000 (€ 118,369, $127,204)","£ 5,200,000 (€ 6,155,169, $6,614,600)",
Strasbourg,Eduard Sobol,UKR,"DF,MF",28.0,"€ 13,846 (£ 11,698, $14,880)","€ 720,000 (£ 608,277, $773,744)",Unverified estimation
Real Madrid,Eduardo Camavinga,FRA,"MF,DF",20.0,"€ 240,385 (£ 203,084, $258,328)","€ 12,500,000 (£ 10,560,364, $13,433,059)",Unverified estimation
Werder Bremen,Eduardo Dos Santos Haesler,GER,GK,24.0,"€ 2,885 (£ 2,437, $3,100)","€ 150,000 (£ 126,724, $161,197)",Unverified estimation
Atalanta,El Bilal Touré,MLI,FW,21.0,"€ 36,923 (£ 31,194, $39,679)","€ 1,920,000 (£ 1,622,072, $2,063,318)",
RB Leipzig,El Chadaille Bitshiabu,FRA,DF,18.0,"€ 34,615 (£ 29,244, $37,199)","€ 1,800,000 (£ 1,520,692, $1,934,360)",Unverified estimation
Clermont Foot,Elba Rashani,KVX,"MF,FW",30.0,"€ 2,692 (£ 2,275, $2,893)","€ 140,000 (£ 118,276, $150,450)",Unverified estimation
Cagliari,Eldor Shomurodov,UZB,"MF,FW",28.0,"€ 36,923 (£ 31,194, $39,679)","€ 1,920,000 (£ 1,622,072, $2,063,318)",
Lorient,Eli Junior Kroupi,FRA,FW,17.0,"€ 7,115 (£ 6,011, $7,647)","€ 370,000 (£ 312,587, $397,619)",Unverified estimation
Empoli,Elia Caprile,ITA,GK,21.0,"€ 12,308 (£ 10,398, $13,226)","€ 640,000 (£ 540,691, $687,773)",Unverified estimation
Köln,Elias Bakatukanda,GER,DF,19.0,"€ 2,885 (£ 2,437, $3,100)","€ 150,000 (£ 126,724, $161,197)",Unverified estimation
Heidenheim,Elidon Qenaj,GER,CF,20.0,"€ 2,885 (£ 2,437, $3,100)","€ 150,000 (£ 126,724, $161,197)",Unverified estimation
Monaco,Eliesse Ben Seghir,MAR,"MF,FW",18.0,"€ 9,231 (£ 7,798, $9,920)","€ 480,000 (£ 405,518, $515,829)",Unverified estimation
Napoli,Elif Elmas,MKD,"FW,MF",23.0,"€ 53,462 (£ 45,166, $57,452)","€ 2,780,000 (£ 2,348,625, $2,987,512)",
Luton Town,Elijah Adebayo,ENG,FW,25.0,"£ 12,500 (€ 14,796, $15,900)","£ 650,000 (€ 769,396, $826,825)",Unverified estimation
Cagliari,Elio Capradossi,UGA,DF,27.0,"€ 10,962 (£ 9,261, $11,780)","€ 570,000 (£ 481,553, $612,547)",Unverified estimation
Monaco,Eliot Matazo,BEL,MF,21.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Brentford,Ellery Balcombe,ENG,GK,23.0,"£ 10,000 (€ 11,837, $12,720)","£ 520,000 (€ 615,517, $661,460)",Unverified estimation
Newcastle United,Elliot Anderson,ENG,MF,20.0,"£ 30,000 (€ 35,511, $38,161)","£ 1,560,000 (€ 1,846,551, $1,984,380)",
Eintracht Frankfurt,Ellyes Skhiri,TUN,MF,28.0,"€ 53,846 (£ 45,491, $57,865)","€ 2,800,000 (£ 2,365,521, $3,009,005)",Unverified estimation
Lazio,Elseid Hysaj,ALB,DF,29.0,"€ 71,154 (£ 60,113, $76,465)","€ 3,700,000 (£ 3,125,868, $3,976,185)",
Augsburg,Elvis Rexhbeçaj,KVX,MF,25.0,"€ 26,538 (£ 22,420, $28,519)","€ 1,380,000 (£ 1,165,864, $1,483,010)",Unverified estimation
Lens,Elye Wahi,FRA,FW,20.0,"€ 57,692 (£ 48,740, $61,999)","€ 3,000,000 (£ 2,534,487, $3,223,934)",Unverified estimation
Strasbourg,Emanuel Emegha,NED,FW,20.0,"€ 14,423 (£ 12,185, $15,500)","€ 750,000 (£ 633,622, $805,984)",Unverified estimation
Tottenham Hotspur,Emerson,BRA,DF,24.0,"£ 40,000 (€ 47,347, $50,882)","£ 2,080,000 (€ 2,462,068, $2,645,840)",
West Ham United,Emerson Palmieri,ITA,DF,28.0,"£ 95,000 (€ 112,450, $120,844)","£ 4,940,000 (€ 5,847,410, $6,283,870)",
Aston Villa,Emi Buendía,ARG,RW,27.0,"£ 75,000 (€ 88,776, $95,403)","£ 3,900,000 (€ 4,616,377, $4,960,950)",
Inter,Emil Audero,IDN,GK,26.0,"€ 28,462 (£ 24,045, $30,586)","€ 1,480,000 (£ 1,250,347, $1,590,474)",
Salernitana,Emil Bohinen,NOR,MF,24.0,"€ 19,231 (£ 16,247, $20,666)","€ 1,000,000 (£ 844,829, $1,074,645)",
Sassuolo,Emil Ceide,NOR,FW,21.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
RB Leipzig,Emil Forsberg,SWE,MF,31.0,"€ 126,923 (£ 107,228, $136,397)","€ 6,600,000 (£ 5,575,872, $7,092,655)",
Atalanta,Emil Holm,SWE,MF,23.0,"€ 5,000 (£ 4,224, $5,373)","€ 260,000 (£ 219,656, $279,408)",Unverified estimation
Newcastle United,Emil Krafth,SWE,DF,28.0,"£ 55,000 (€ 65,103, $69,962)","£ 2,860,000 (€ 3,385,343, $3,638,030)",
Arsenal,Emile Smith Rowe,ENG,MF,23.0,"£ 40,000 (€ 47,347, $50,882)","£ 2,080,000 (€ 2,462,068, $2,645,840)",
Bournemouth,Emiliano Marcondes,DEN,"FW,MF",28.0,"£ 15,000 (€ 17,755, $19,081)","£ 780,000 (€ 923,275, $992,190)",Unverified estimation
Aston Villa,Emiliano Martínez,ARG,GK,30.0,"£ 120,000 (€ 142,042, $152,645)","£ 6,240,000 (€ 7,386,203, $7,937,520)",
Darmstadt 98,Emir Karic,BIH,"MF,DF",26.0,"€ 3,269 (£ 2,762, $3,513)","€ 170,000 (£ 143,621, $182,690)",Unverified estimation
Reims,Emmanuel Agbadou,CIV,DF,26.0,"€ 11,538 (£ 9,748, $12,400)","€ 600,000 (£ 506,897, $644,787)",
Nottingham Forest,Emmanuel Dennis,NGA,CF,25.0,,,
Empoli,Emmanuel Ekong,SWE,FW,21.0,"€ 3,654 (£ 3,087, $3,927)","€ 190,000 (£ 160,518, $204,182)",
Empoli,Emmanuel Gyasi,GHA,MF,29.0,"€ 21,346 (£ 18,034, $22,940)","€ 1,110,000 (£ 937,760, $1,192,856)",Unverified estimation
Le Havre,Emmanuel Sabbi,USA,"MF,FW",25.0,"€ 5,000 (£ 4,224, $5,373)","€ 260,000 (£ 219,656, $279,408)",Unverified estimation
Marseille,Emran Soglo,FRA,MF,18.0,"€ 5,769 (£ 4,874, $6,200)","€ 300,000 (£ 253,449, $322,393)",Unverified estimation
Dortmund,Emre Can,GER,MF,29.0,"€ 153,846 (£ 129,974, $165,330)","€ 8,000,000 (£ 6,758,633, $8,597,158)",
Getafe,Enes Ünal,TUR,FW,26.0,"€ 16,538 (£ 13,972, $17,773)","€ 860,000 (£ 726,553, $924,194)",Unverified estimation
Mainz 05,Eniss Shabani,ALB,CM,20.0,"€ 2,885 (£ 2,437, $3,100)","€ 150,000 (£ 126,724, $161,197)",Unverified estimation
Burnley,Enock Agyei,BEL,RW,19.0,"£ 4,000 (€ 4,735, $5,088)","£ 208,000 (€ 246,207, $264,584)",Unverified estimation
Wolves,Enso Gonzalez,PAR,FW,18.0,"£ 20,000 (€ 23,674, $25,441)","£ 1,040,000 (€ 1,231,034, $1,322,920)",Unverified estimation
Frosinone,Enzo Barrenechea,ARG,MF,22.0,"€ 5,000 (£ 4,224, $5,373)","€ 260,000 (£ 219,656, $279,408)",Unverified estimation
Udinese,Enzo Ebosse,CMR,DF,24.0,"€ 19,808 (£ 16,734, $21,286)","€ 1,030,000 (£ 870,174, $1,106,884)",
Chelsea,Enzo Fernández,ARG,MF,22.0,"£ 180,000 (€ 213,064, $228,967)","£ 9,360,000 (€ 11,079,304, $11,906,280)",
Rennes,Enzo Le Fée,FRA,MF,23.0,"€ 41,923 (£ 35,418, $45,052)","€ 2,180,000 (£ 1,841,727, $2,342,725)",
Las Palmas,Enzo Loiodice,FRA,MF,22.0,"€ 5,769 (£ 4,874, $6,200)","€ 300,000 (£ 253,449, $322,393)",Unverified estimation
Stuttgart,Enzo Millot,FRA,MF,21.0,"€ 5,769 (£ 4,874, $6,200)","€ 300,000 (£ 253,449, $322,393)",Unverified estimation
Montpellier,Enzo Tchato,CMR,DF,20.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Nantes,Eray Cömert,SUI,DF,25.0,"€ 21,154 (£ 17,871, $22,733)","€ 1,100,000 (£ 929,312, $1,182,109)",Unverified estimation
Heidenheim,Eren Dinkçi,GER,MF,21.0,"€ 5,192 (£ 4,387, $5,580)","€ 270,000 (£ 228,104, $290,154)",Unverified estimation
Bochum,Erhan Mašović,SRB,"DF,MF",24.0,"€ 23,077 (£ 19,496, $24,800)","€ 1,200,000 (£ 1,013,795, $1,289,574)",Unverified estimation
Las Palmas,Eric Curbelo,ESP,DF,29.0,"€ 5,385 (£ 4,549, $5,787)","€ 280,000 (£ 236,552, $300,901)",Unverified estimation
Tottenham Hotspur,Eric Dier,ENG,DF,29.0,"£ 85,000 (€ 100,613, $108,123)","£ 4,420,000 (€ 5,231,893, $5,622,410)",
Girona,Eric García,ESP,DF,22.0,"€ 115,385 (£ 97,480, $123,997)","€ 6,000,000 (£ 5,068,974, $6,447,868)",
Köln,Eric Martel,GER,MF,21.0,"€ 5,192 (£ 4,387, $5,580)","€ 270,000 (£ 228,104, $290,154)",Unverified estimation
Bayern Munich,Eric Maxim Choupo-Moting,CMR,"FW,MF",34.0,"€ 134,615 (£ 113,727, $144,664)","€ 7,000,000 (£ 5,913,804, $7,522,513)",
Girona,Eric Monjonell,,CB,21.0,"€ 3,077 (£ 2,599, $3,307)","€ 160,000 (£ 135,173, $171,943)",Unverified estimation
Salernitana,Erik Botheim,NOR,"FW,MF",23.0,"€ 9,808 (£ 8,286, $10,540)","€ 510,000 (£ 430,863, $548,069)",Unverified estimation
Manchester City,Erling Haaland,NOR,"FW,MF",23.0,"£ 375,000 (€ 443,882, $477,014)","£ 19,500,000 (€ 23,081,883, $24,804,751)",
Augsburg,Ermedin Demirović,BIH,"FW,MF",25.0,"€ 21,923 (£ 18,521, $23,560)","€ 1,140,000 (£ 963,105, $1,225,095)",Unverified estimation
Lyon,Ernest Nuamah,GHA,"FW,MF",19.0,"€ 16,346 (£ 13,810, $17,566)","€ 850,000 (£ 718,105, $913,448)",Unverified estimation
Nottingham Forest,Ethan Horvath,USA,GK,28.0,"£ 17,115 (€ 20,259, $21,771)","£ 890,000 (€ 1,053,481, $1,132,114)",Unverified estimation
Brentford,Ethan Pinnock,JAM,DF,30.0,"£ 30,000 (€ 35,511, $38,161)","£ 1,560,000 (€ 1,846,551, $1,984,380)",Unverified estimation
Udinese,Etienne Camara,FRA,MF,20.0,"€ 5,385 (£ 4,549, $5,787)","€ 280,000 (£ 236,552, $300,901)",Unverified estimation
Le Havre,Etienne Youte Kinkoue,FRA,DF,21.0,"€ 4,231 (£ 3,574, $4,547)","€ 220,000 (£ 185,862, $236,422)",Unverified estimation
Empoli,Etrit Berisha,ALB,GK,34.0,"€ 14,231 (£ 12,023, $15,293)","€ 740,000 (£ 625,174, $795,237)",Unverified estimation
Monza,Eugenio Lamanna,ITA,GK,33.0,"€ 5,385 (£ 4,549, $5,787)","€ 280,000 (£ 236,552, $300,901)",Unverified estimation
Brighton,Evan Ferguson,IRL,FW,18.0,"£ 30,000 (€ 35,511, $38,161)","£ 1,560,000 (€ 1,846,551, $1,984,380)",Unverified estimation
Nice,Evann Guessand,CIV,FW,22.0,"€ 5,769 (£ 4,874, $6,200)","€ 300,000 (£ 253,449, $322,393)",Unverified estimation
Leverkusen,Exequiel Palacios,ARG,MF,24.0,"€ 96,154 (£ 81,234, $103,331)","€ 5,000,000 (£ 4,224,145, $5,373,223)",Unverified estimation
Osasuna,Ezequiel Ávila,ARG,"FW,MF",29.0,"€ 28,846 (£ 24,370, $30,999)","€ 1,500,000 (£ 1,267,244, $1,611,967)",
Aston Villa,Ezri Konsa,ENG,DF,25.0,"£ 75,000 (€ 88,776, $95,403)","£ 3,900,000 (€ 4,616,377, $4,960,950)",Unverified estimation
Stuttgart,Fabian Bredlow,GER,GK,28.0,"€ 21,731 (£ 18,359, $23,353)","€ 1,130,000 (£ 954,657, $1,214,349)",Unverified estimation
Darmstadt 98,Fabian Holland,GER,"MF,DF",33.0,"€ 13,846 (£ 11,698, $14,880)","€ 720,000 (£ 608,277, $773,744)",Unverified estimation
Darmstadt 98,Fabian Nürnberger,BUL,MF,24.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",Unverified estimation
Rennes,Fabian Rieder,SUI,MF,21.0,"€ 21,154 (£ 17,871, $22,733)","€ 1,100,000 (£ 929,312, $1,182,109)",Unverified estimation
Darmstadt 98,Fabian Schnellhardt,GER,MF,29.0,"€ 7,308 (£ 6,174, $7,853)","€ 380,000 (£ 321,035, $408,365)",Unverified estimation
Newcastle United,Fabian Schär,SUI,DF,31.0,"£ 40,000 (€ 47,347, $50,882)","£ 2,080,000 (€ 2,462,068, $2,645,840)",
Fiorentina,Fabiano Parisi,ITA,DF,22.0,"€ 53,462 (£ 45,166, $57,452)","€ 2,780,000 (£ 2,348,625, $2,987,512)",
Nantes,Fabien Centonze,FRA,MF,27.0,"€ 18,077 (£ 15,272, $19,426)","€ 940,000 (£ 794,139, $1,010,166)",Unverified estimation
RB Leipzig,Fabio Carvalho,POR,MF,20.0,"€ 48,077 (£ 40,617, $51,666)","€ 2,500,000 (£ 2,112,073, $2,686,612)",Unverified estimation
Gladbach,Fabio Chiarodia,ITA,DF,18.0,"€ 5,385 (£ 4,549, $5,787)","€ 280,000 (£ 236,552, $300,901)",Unverified estimation
Las Palmas,Fabio González,ESP,MF,26.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Juventus,Fabio Miretti,ITA,MF,19.0,"€ 35,577 (£ 30,056, $38,233)","€ 1,850,000 (£ 1,562,934, $1,988,093)",
Darmstadt 98,Fabio Torsiello,ITA,FW,18.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Arsenal,Fabio Vieira,POR,MF,23.0,"£ 45,000 (€ 53,266, $57,242)","£ 2,340,000 (€ 2,769,826, $2,976,570)",
Paris Saint-Germain,Fabián Ruiz Peña,ESP,MF,27.0,"€ 174,808 (£ 147,683, $187,856)","€ 9,090,000 (£ 7,679,496, $9,768,520)",
Getafe,Fabrizio Angileri,ARG,DF,29.0,"€ 11,538 (£ 9,748, $12,400)","€ 600,000 (£ 506,897, $644,787)",Unverified estimation
Brighton,Facundo Buonanotte,ARG,"MF,FW",18.0,"£ 15,000 (€ 17,755, $19,081)","£ 780,000 (€ 923,275, $992,190)",Unverified estimation
Juventus,Facundo González,URU,CB,20.0,,,
Lens,Facundo Medina,ARG,DF,24.0,"€ 16,154 (£ 13,647, $17,360)","€ 840,000 (£ 709,656, $902,702)",Unverified estimation
Manchester Utd,Facundo Pellistri,URU,MF,21.0,"£ 20,000 (€ 23,674, $25,441)","£ 1,040,000 (€ 1,231,034, $1,322,920)",
Lens,Faitout Maouassa,FRA,"DF,MF",25.0,"€ 8,077 (£ 6,824, $8,680)","€ 420,000 (£ 354,828, $451,351)",Unverified estimation
Montpellier,Falaye Sacko,MLI,DF,28.0,"€ 2,692 (£ 2,275, $2,893)","€ 140,000 (£ 118,276, $150,450)",Unverified estimation
Cádiz,Fali,ESP,DF,29.0,"€ 15,000 (£ 12,672, $16,120)","€ 780,000 (£ 658,967, $838,223)",Unverified estimation
Metz,Fali Candé,GNB,DF,25.0,"€ 3,462 (£ 2,924, $3,720)","€ 180,000 (£ 152,069, $193,436)",Unverified estimation
Granada,Famara Diedhiou,SEN,FW,30.0,"€ 16,346 (£ 13,810, $17,566)","€ 850,000 (£ 718,105, $913,448)",Unverified estimation
Eintracht Frankfurt,Fares Chaïbi,ALG,"MF,FW",20.0,"€ 15,385 (£ 12,997, $16,533)","€ 800,000 (£ 675,863, $859,716)",Unverified estimation
Köln,Faride Alidou,GER,"MF,FW",22.0,"€ 9,231 (£ 7,798, $9,920)","€ 480,000 (£ 405,518, $515,829)",Unverified estimation
Cádiz,Fede San Emeterio,ESP,MF,26.0,"€ 13,846 (£ 11,698, $14,880)","€ 720,000 (£ 608,277, $773,744)",Unverified estimation
Lecce,Federico Baschirotto,ITA,DF,26.0,"€ 10,769 (£ 9,098, $11,573)","€ 560,000 (£ 473,104, $601,801)",Unverified estimation
Hellas Verona,Federico Bonazzoli,ITA,FW,26.0,"€ 42,692 (£ 36,068, $45,879)","€ 2,220,000 (£ 1,875,521, $2,385,711)",Unverified estimation
Lecce,Federico Brancolini,ITA,GK,22.0,"€ 3,269 (£ 2,762, $3,513)","€ 170,000 (£ 143,621, $182,690)",Unverified estimation
Juventus,Federico Chiesa,ITA,FW,25.0,"€ 178,077 (£ 150,445, $191,369)","€ 9,260,000 (£ 7,823,117, $9,951,210)",
Inter,Federico Dimarco,ITA,MF,25.0,"€ 124,615 (£ 105,279, $133,917)","€ 6,480,000 (£ 5,474,492, $6,963,698)",
Salernitana,Federico Fazio,ARG,DF,36.0,"€ 89,038 (£ 75,222, $95,685)","€ 4,630,000 (£ 3,911,559, $4,975,605)",
Juventus,Federico Gatti,ITA,DF,25.0,"€ 49,808 (£ 42,079, $53,526)","€ 2,590,000 (£ 2,188,107, $2,783,330)",
Sevilla,Federico Gattoni,ARG,DF,24.0,"€ 8,077 (£ 6,824, $8,680)","€ 420,000 (£ 354,828, $451,351)",Unverified estimation
Bologna,Federico Ravaglia,ITA,GK,23.0,"€ 3,269 (£ 2,762, $3,513)","€ 170,000 (£ 143,621, $182,690)",Unverified estimation
Real Madrid,Federico Valverde,URU,MF,25.0,"€ 320,577 (£ 270,833, $344,506)","€ 16,670,000 (£ 14,083,301, $17,914,327)",Unverified estimation
Nottingham Forest,Felipe,BRA,DF,34.0,"£ 80,000 (€ 94,695, $101,763)","£ 4,160,000 (€ 4,924,135, $5,291,680)",Unverified estimation
Lazio,Felipe Anderson,BRA,FW,30.0,"€ 54,231 (£ 45,816, $58,279)","€ 2,820,000 (£ 2,382,418, $3,030,498)",
Werder Bremen,Felix Agu,NGA,MF,23.0,"€ 11,538 (£ 9,748, $12,400)","€ 600,000 (£ 506,897, $644,787)",Unverified estimation
Wolfsburg,Felix Lange,GER,CB,19.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Dortmund,Felix Nmecha,GER,MF,22.0,"€ 115,385 (£ 97,480, $123,997)","€ 6,000,000 (£ 5,068,974, $6,447,868)",
Bochum,Felix Passlack,GER,"DF,MF",25.0,"€ 19,231 (£ 16,247, $20,666)","€ 1,000,000 (£ 844,829, $1,074,645)",Unverified estimation
Sheffield United,Femi Seriki,ENG,DF,21.0,"£ 10,000 (€ 11,837, $12,720)","£ 520,000 (€ 615,517, $661,460)",Unverified estimation
Real Madrid,Ferland Mendy,FRA,DF,28.0,"€ 200,385 (£ 169,291, $215,342)","€ 10,420,000 (£ 8,803,119, $11,197,798)",
Barcelona,Fermin López,ESP,MF,20.0,"€ 12,115 (£ 10,235, $13,020)","€ 630,000 (£ 532,242, $677,026)",Unverified estimation
Sevilla,Fernando,BRA,MF,36.0,"€ 53,846 (£ 45,491, $57,865)","€ 2,800,000 (£ 2,365,521, $3,009,005)",Unverified estimation
Barcelona,Ferrán Torres,ESP,FW,23.0,"€ 192,308 (£ 162,467, $206,662)","€ 10,000,000 (£ 8,448,291, $10,746,447)",
Udinese,Festy Ebosele,IRL,MF,20.0,"€ 4,423 (£ 3,737, $4,753)","€ 230,000 (£ 194,311, $247,168)",Unverified estimation
Milan,Fikayo Tomori,ENG,DF,25.0,"€ 86,346 (£ 72,948, $92,791)","€ 4,490,000 (£ 3,793,283, $4,825,155)",
Genoa,Filip Jagiełło,POL,MF,25.0,"€ 21,346 (£ 18,034, $22,940)","€ 1,110,000 (£ 937,760, $1,192,856)",Unverified estimation
Villarreal,Filip Jørgensen,DEN,GK,21.0,"€ 11,538 (£ 9,748, $12,400)","€ 600,000 (£ 506,897, $644,787)",Unverified estimation
Juventus,Filip Kostić,SRB,MF,30.0,"€ 61,731 (£ 52,152, $66,339)","€ 3,210,000 (£ 2,711,901, $3,449,609)",
Darmstadt 98,Filip Stojilković,SUI,FW,23.0,"€ 8,654 (£ 7,311, $9,300)","€ 450,000 (£ 380,173, $483,590)",Unverified estimation
Sassuolo,Filippo Missori,ITA,MF,19.0,"€ 3,269 (£ 2,762, $3,513)","€ 170,000 (£ 143,621, $182,690)",Unverified estimation
Empoli,Filippo Ranocchia,ITA,MF,22.0,"€ 8,846 (£ 7,473, $9,506)","€ 460,000 (£ 388,621, $494,337)",Unverified estimation
Hellas Verona,Filippo Terracciano,ITA,"MF,DF",20.0,"€ 3,269 (£ 2,762, $3,513)","€ 170,000 (£ 143,621, $182,690)",Unverified estimation
Augsburg,Finn Dahmen,GER,GK,25.0,"€ 16,154 (£ 13,647, $17,360)","€ 840,000 (£ 709,656, $902,702)",Unverified estimation
Hoffenheim,Finn Ole Becker,GER,MF,23.0,"€ 6,923 (£ 5,849, $7,440)","€ 360,000 (£ 304,138, $386,872)",Unverified estimation
Salernitana,Flavius Daniliuc,AUT,DF,22.0,"€ 12,308 (£ 10,398, $13,226)","€ 640,000 (£ 540,691, $687,773)",Unverified estimation
Nantes,Florent Mollet,FRA,"MF,FW",31.0,"€ 31,538 (£ 26,645, $33,893)","€ 1,640,000 (£ 1,385,520, $1,762,417)",Unverified estimation
Clermont Foot,Florent Ogier,FRA,DF,34.0,"€ 8,077 (£ 6,824, $8,680)","€ 420,000 (£ 354,828, $451,351)",Unverified estimation
Köln,Florian Dietz,GER,FW,24.0,"€ 6,923 (£ 5,849, $7,440)","€ 360,000 (£ 304,138, $386,872)",Unverified estimation
Hoffenheim,Florian Grillitsch,AUT,"DF,MF",27.0,"€ 48,077 (£ 40,617, $51,666)","€ 2,500,000 (£ 2,112,073, $2,686,612)",Unverified estimation
Köln,Florian Kainz,AUT,MF,30.0,"€ 26,923 (£ 22,745, $28,933)","€ 1,400,000 (£ 1,182,761, $1,504,503)",Unverified estimation
Rayo Vallecano,Florian Lejeune,FRA,DF,32.0,"€ 24,038 (£ 20,308, $25,833)","€ 1,250,000 (£ 1,056,036, $1,343,306)",Unverified estimation
Freiburg,Florian Müller,GER,GK,25.0,"€ 9,615 (£ 8,123, $10,333)","€ 500,000 (£ 422,415, $537,322)",Unverified estimation
Gladbach,Florian Neuhaus,GER,MF,26.0,"€ 76,923 (£ 64,987, $82,665)","€ 4,000,000 (£ 3,379,316, $4,298,579)",
Heidenheim,Florian Pick,GER,MF,27.0,"€ 5,192 (£ 4,387, $5,580)","€ 270,000 (£ 228,104, $290,154)",Unverified estimation
Stuttgart,Florian Schock,GER,GK,22.0,"€ 2,308 (£ 1,950, $2,480)","€ 120,000 (£ 101,379, $128,957)",Unverified estimation
Lens,Florian Sotoca,FRA,MF,32.0,"€ 11,538 (£ 9,748, $12,400)","€ 600,000 (£ 506,897, $644,787)",Unverified estimation
Udinese,Florian Thauvin,FRA,FW,30.0,"€ 44,423 (£ 37,530, $47,739)","€ 2,310,000 (£ 1,951,555, $2,482,429)",
